Iteration,numThreads,range,size,minTxOps,minNonTxOps,ReadOnlyFrac,throughputOps,throughputTxs,aborts,elapsedTime,numReadOps,numWriteOps,operations
35,16,200,100,10,10,0.5,268500,8000,8,0.002,417,120,537
36,16,200,100,10,10,0.5,865500,8000,20,0.002,1631,100,1731
37,16,200,100,10,10,0.5,314500,8000,3,0.002,549,80,629
38,16,200,100,10,10,0.5,282000,8000,7,0.002,464,100,564
39,16,200,100,10,10,0.5,276000,8000,8,0.002,432,120,552
40,16,200,100,10,10,0.5,379500,8000,11,0.002,627,132,759
41,16,200,100,10,10,0.5,658000,8000,16,0.002,1183,133,1316
42,16,200,100,10,10,0.5,560000,16000,13,0.001,382,178,560
43,16,200,100,10,10,0.5,610000,16000,5,0.001,540,70,610
44,16,200,100,10,10,0.5,480000,8000,6,0.002,900,60,960
45,16,200,100,10,10,0.5,789000,16000,14,0.001,679,110,789
46,16,200,100,10,10,0.5,435000,8000,14,0.002,710,160,870
47,16,200,100,10,10,0.5,662000,16000,6,0.001,592,70,662
48,16,200,100,10,10,0.5,773000,16000,12,0.001,629,144,773
49,16,200,100,10,10,0.5,784000,16000,12,0.001,644,140,784
50,16,200,100,10,10,0.5,481500,8000,16,0.002,836,127,963
51,16,200,100,10,10,0.5,553000,8000,21,0.002,936,170,1106
52,16,200,100,10,10,0.5,1326000,16000,12,0.001,1276,50,1326
53,16,200,100,10,10,0.5,963000,16000,19,0.001,763,200,963
54,16,200,100,10,10,0.5,547000,8000,16,0.002,967,127,1094
55,16,200,100,10,10,0.5,1004000,16000,16,0.001,903,101,1004
56,16,200,100,10,10,0.5,610333,5333,103,0.003,1652,179,1831
57,16,200,100,10,10,0.5,996000,16000,24,0.001,740,256,996
58,16,200,100,10,10,0.5,836000,16000,9,0.001,716,120,836
59,16,200,100,10,10,0.5,639000,16000,15,0.001,449,190,639
60,16,200,100,10,10,0.5,412000,8000,7,0.002,734,90,824
61,16,200,100,10,10,0.5,367500,8000,6,0.002,648,87,735
62,16,200,100,10,10,0.5,427500,8000,19,0.002,653,202,855
63,16,200,100,10,10,0.5,369000,8000,4,0.002,638,100,738
64,16,200,100,10,10,0.5,647000,16000,16,0.001,487,160,647
65,16,200,100,10,10,0.5,508500,8000,18,0.002,867,150,1017
66,16,200,100,10,10,0.5,633500,8000,15,0.002,1163,104,1267
67,16,200,100,10,10,0.5,1716000,16000,20,0.001,1595,121,1716
68,16,200,100,10,10,0.5,363500,8000,7,0.002,597,130,727
69,16,200,100,10,10,0.5,704000,8000,32,0.002,1281,127,1408
70,16,200,100,10,10,0.5,748000,16000,9,0.001,618,130,748
71,16,200,100,10,10,0.5,751500,8000,15,0.002,1393,110,1503
72,16,200,100,10,10,0.5,695000,16000,21,0.001,423,272,695
73,16,200,100,10,10,0.5,758000,16000,11,0.001,614,144,758
74,16,200,100,10,10,0.5,711000,16000,11,0.001,561,150,711
75,16,200,100,10,10,0.5,607000,8000,24,0.002,1044,170,1214
76,16,200,100,10,10,0.5,1227000,16000,21,0.001,1047,180,1227
77,16,200,100,10,10,0.5,542500,8000,15,0.002,953,132,1085
78,16,200,100,10,10,0.5,390000,8000,6,0.002,701,79,780
79,16,200,100,10,10,0.5,340500,8000,8,0.002,543,138,681
80,16,200,100,10,10,0.5,550000,8000,17,0.002,950,150,1100
81,16,200,100,10,10,0.5,416500,8000,20,0.002,610,223,833
82,16,200,100,10,10,0.5,854000,16000,6,0.001,794,60,854
83,16,200,100,10,10,0.5,812500,8000,24,0.002,1525,100,1625
84,16,200,100,10,10,0.5,505500,8000,22,0.002,843,168,1011
85,16,200,100,10,10,0.5,1229000,16000,21,0.001,1105,124,1229
86,16,200,100,10,10,0.5,277333,5333,17,0.003,673,159,832
87,16,200,100,10,10,0.5,623000,16000,17,0.001,445,178,623
88,16,200,100,10,10,0.5,310333,5333,14,0.003,811,120,931
89,16,200,100,10,10,0.5,621500,8000,20,0.002,1083,160,1243
90,16,200,100,10,10,0.5,774000,8000,19,0.002,1428,120,1548
91,16,200,100,10,10,0.5,1032000,16000,20,0.001,850,182,1032
92,16,200,100,10,10,0.5,686000,8000,18,0.002,1213,159,1372
93,16,200,100,10,10,0.5,671000,8000,13,0.002,1262,80,1342
94,16,200,100,10,10,0.5,646500,8000,16,0.002,1153,140,1293
95,16,200,100,10,10,0.5,601000,8000,13,0.002,1136,66,1202
96,16,200,100,10,10,0.5,1241000,16000,16,0.001,1121,120,1241
97,16,200,100,10,10,0.5,556500,8000,21,0.002,964,149,1113
98,16,200,100,10,10,0.5,833000,16000,15,0.001,678,155,833
99,16,200,100,10,10,0.5,777000,16000,20,0.001,517,260,777
0,16,200,100,10,10,0.5,108500,1600,41,0.01,917,168,1085
1,16,200,100,10,10,0.5,609500,8000,21,0.002,1103,116,1219
2,16,200,100,10,10,0.5,415333,5333,21,0.003,1106,140,1246
3,16,200,100,10,10,0.5,512666,5333,19,0.003,1462,76,1538
4,16,200,100,10,10,0.5,437333,5333,23,0.003,1221,91,1312
5,16,200,100,10,10,0.5,511500,8000,21,0.002,859,164,1023
6,16,200,100,10,10,0.5,532500,8000,22,0.002,896,169,1065
7,16,200,100,10,10,0.5,570000,8000,18,0.002,1060,80,1140
8,16,200,100,10,10,0.5,473500,8000,26,0.002,683,264,947
9,16,200,100,10,10,0.5,381000,8000,13,0.002,622,140,762
10,16,200,100,10,10,0.5,524000,8000,27,0.002,775,273,1048
11,16,200,100,10,10,0.5,982000,16000,15,0.001,863,119,982
12,16,200,100,10,10,0.5,131800,3200,20,0.005,450,209,659
13,16,200,100,10,10,0.5,456000,8000,12,0.002,797,115,912
14,16,200,100,10,10,0.5,490500,8000,17,0.002,858,123,981
15,16,200,100,10,10,0.5,408000,8000,14,0.002,664,152,816
16,16,200,100,10,10,0.5,278750,4000,21,0.004,975,140,1115
17,16,200,100,10,10,0.5,744000,8000,25,0.002,1310,178,1488
18,16,200,100,10,10,0.5,926000,16000,15,0.001,796,130,926
19,16,200,100,10,10,0.5,704500,8000,17,0.002,1349,60,1409
20,16,200,100,10,10,0.5,1064000,16000,23,0.001,874,190,1064
21,16,200,100,10,10,0.5,219500,8000,25,0.002,232,207,439
22,16,200,100,10,10,0.5,1164000,16000,15,0.001,1031,133,1164
23,16,200,100,10,10,0.5,472500,8000,17,0.002,805,140,945
24,16,200,100,10,10,0.5,572000,8000,16,0.002,999,145,1144
25,16,200,100,10,10,0.5,504000,8000,17,0.002,893,115,1008
26,16,200,100,10,10,0.5,492500,8000,13,0.002,836,149,985
27,16,200,100,10,10,0.5,140000,5333,3,0.003,290,130,420
28,16,200,100,10,10,0.5,939000,16000,14,0.001,799,140,939
29,16,200,100,10,10,0.5,411000,8000,2,0.002,772,50,822
30,16,200,100,10,10,0.5,577000,8000,21,0.002,1003,151,1154
31,16,200,100,10,10,0.5,336500,8000,8,0.002,583,90,673
32,16,200,100,10,10,0.5,280500,8000,13,0.002,383,178,561
33,16,200,100,10,10,0.5,950000,16000,16,0.001,800,150,950
34,16,200,100,10,10,0.5,280500,8000,4,0.002,465,96,561
35,16,200,100,10,10,0.5,223333,5333,7,0.003,542,128,670
36,16,200,100,10,10,0.5,338500,8000,4,0.002,637,40,677
37,16,200,100,10,10,0.5,1065000,16000,11,0.001,978,87,1065
38,16,200,100,10,10,0.5,332500,8000,19,0.002,421,244,665
39,16,200,100,10,10,0.5,9223372036854775807,9223372036854775807,11,0.0,739,127,866
40,16,200,100,10,10,0.5,221000,5333,7,0.003,503,160,663
41,16,200,100,10,10,0.5,1404000,16000,23,0.001,1259,145,1404
42,16,200,100,10,10,0.5,9223372036854775807,9223372036854775807,18,0.0,332,248,580
43,16,200,100,10,10,0.5,1362000,16000,21,0.001,1197,165,1362
44,16,200,100,10,10,0.5,714000,16000,12,0.001,580,134,714
45,16,200,100,10,10,0.5,1178000,16000,17,0.001,1052,126,1178
46,16,200,100,10,10,0.5,527500,8000,26,0.002,886,169,1055
47,16,200,100,10,10,0.5,1482000,16000,17,0.001,1379,103,1482
48,16,200,100,10,10,0.5,175250,4000,14,0.004,581,120,701
49,16,200,100,10,10,0.5,267666,5333,21,0.003,593,210,803
50,16,200,100,10,10,0.5,577000,5333,27,0.003,1534,197,1731
51,16,200,100,10,10,0.5,968000,16000,27,0.001,727,241,968
52,16,200,100,10,10,0.5,176142,2285,46,0.007,1128,105,1233
53,16,200,100,10,10,0.5,389333,5333,25,0.003,979,189,1168
54,16,200,100,10,10,0.5,198166,2666,14,0.006,1059,130,1189
55,16,200,100,10,10,0.5,406666,5333,23,0.003,1080,140,1220
56,16,200,100,10,10,0.5,735000,8000,23,0.002,1318,152,1470
57,16,200,100,10,10,0.5,182428,2285,20,0.007,1197,80,1277
58,16,200,100,10,10,0.5,151833,2666,15,0.006,719,192,911
59,16,200,100,10,10,0.5,392333,5333,19,0.003,1027,150,1177
60,16,200,100,10,10,0.5,312000,5333,18,0.003,756,180,936
61,16,200,100,10,10,0.5,416333,5333,22,0.003,1099,150,1249
62,16,200,100,10,10,0.5,308333,5333,18,0.003,751,174,925
63,16,200,100,10,10,0.5,416666,5333,18,0.003,1120,130,1250
64,16,200,100,10,10,0.5,341333,5333,17,0.003,844,180,1024
65,16,200,100,10,10,0.5,503000,5333,18,0.003,1439,70,1509
66,16,200,100,10,10,0.5,446000,8000,20,0.002,702,190,892
67,16,200,100,10,10,0.5,704000,8000,17,0.002,1308,100,1408
68,16,200,100,10,10,0.5,917000,8000,23,0.002,1734,100,1834
69,16,200,100,10,10,0.5,1706000,16000,278,0.001,1646,60,1706
70,16,200,100,10,10,0.5,409000,8000,24,0.002,576,242,818
71,16,200,100,10,10,0.5,457000,16000,23,0.001,145,312,457
72,16,200,100,10,10,0.5,1627000,16000,21,0.001,1536,91,1627
73,16,200,100,10,10,0.5,437000,8000,20,0.002,737,137,874
74,16,200,100,10,10,0.5,578000,8000,13,0.002,1050,106,1156
75,16,200,100,10,10,0.5,1009000,16000,18,0.001,863,146,1009
76,16,200,100,10,10,0.5,821000,16000,18,0.001,669,152,821
77,16,200,100,10,10,0.5,311000,5333,15,0.003,789,144,933
78,16,200,100,10,10,0.5,833000,16000,12,0.001,703,130,833
79,16,200,100,10,10,0.5,674500,8000,60,0.002,1097,252,1349
80,16,200,100,10,10,0.5,408500,8000,15,0.002,697,120,817
81,16,200,100,10,10,0.5,1527000,16000,27,0.001,1315,212,1527
82,16,200,100,10,10,0.5,550500,8000,23,0.002,891,210,1101
83,16,200,100,10,10,0.5,510500,8000,20,0.002,896,125,1021
84,16,200,100,10,10,0.5,1353000,16000,17,0.001,1254,99,1353
85,16,200,100,10,10,0.5,872000,16000,23,0.001,638,234,872
86,16,200,100,10,10,0.5,459000,8000,7,0.002,818,100,918
87,16,200,100,10,10,0.5,442000,8000,15,0.002,723,161,884
88,16,200,100,10,10,0.5,9223372036854775807,9223372036854775807,17,0.0,1247,90,1337
89,16,200,100,10,10,0.5,473000,8000,18,0.002,775,171,946
90,16,200,100,10,10,0.5,1012000,16000,7,0.001,972,40,1012
91,16,200,100,10,10,0.5,304000,8000,10,0.002,478,130,608
92,16,200,100,10,10,0.5,920000,16000,18,0.001,768,152,920
93,16,200,100,10,10,0.5,805000,16000,7,0.001,725,80,805
94,16,200,100,10,10,0.5,771666,5333,1014,0.003,1496,819,2315
